evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
favorable,NA,favorableAndUnfavorable,NA,NA,NA,hardToSay,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,fair,biracialLivingExperience,favorable,good,NA,NA,NA,semiSkilled
favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,good,NA,favorable,poor,NA,favorable,NA,whiteColorSkilled
favorable,NA,unfavorable,mutualAcomodataion,ambivalentFriend,liberal,hardToSay,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorable,NA,ambivalentFriend,liberal,poor,NA,favorable,good,NA,NA,NA,whiteColorSkilled
favorable,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
favorable,NA,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,favorable,NA,NA
favorable,permanent,favorable,NA,NA,NA,fair,NA,NA,good,NA,NA,favorable,whiteColorSkilled
favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,permanent,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
favorable,neverThoughtAboutIt,NA,mutualAcomodataion,NA,NA,poor,noBiracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,poor,someHighSchool,favorable,NA,semiSkilled
favorable,untilBetterPlace,NA,conflict,liberalFriend,liberal,fair,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,favorable,fair,NA,favorable,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,favorable,NA
favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,poor,NA,favorable,hardToSay,NA,NA,favorable,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,favorable,NA,NA
NA,NA,favorable,NA,NA,NA,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
favorable,asLongAsEligible,NA,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
NA,permanent,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
NA,NA,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,fair,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,NA,conflict,NA,NA,NA,noBiracialLivingExperience,NA,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
NA,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,fair,NA,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,favorableAndUnfavorable,conflict,liberalFriend,liberal,good,biracialLivingExperience,favorable,good,NA,NA,NA,whiteColorSkilled
favorable,NA,NA,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
NA,NA,favorable,NA,liberalFriend,liberal,hardToSay,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,unfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,unfavorable,conflict,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
NA,permanent,favorableAndUnfavorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,poor,highSchoolGraduate,favorable,unfavorable,unskilledDomesticPersonalService
favorable,NA,favorable,mutualAcomodataion,liberalFriend,ambivalent,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,conflict,liberalFriend,liberal,NA,noBiracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,NA,NA,conflict,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,neverThoughtAboutIt,unfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,unfavorable,NA
favorable,untilBetterPlace,NA,conflict,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,NA,mutualAcomodataion,ambivalentFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,unfavorable,NA,NA
favorable,untilBetterPlace,favorable,conflict,NA,NA,good,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
favorable,permanent,NA,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,favorable,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,hardToSay,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,poor,NA,NA,NA,semiSkilled
favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,poor,NA,NA,fair,gradeSchoolOrLess,NA,NA,whiteColorSkilled
favorable,neverThoughtAboutIt,NA,conflict,NA,NA,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,untilBetterPlace,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,unfavorable,NA
favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,NA,NA,NA,whiteColorSkilled
favorable,permanent,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,noComments,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,neverThoughtAboutIt,unfavorable,mutualAcomodataion,ambivalentFriend,ambivalent,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,semiSkilled
NA,asLongAsEligible,favorable,integration,liberalFriend,liberal,poor,biracialLivingExperience,favorable,hardToSay,someHighSchool,favorable,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,NA,NA,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,integration,NA,NA,fair,biracialLivingExperience,favorable,poor,NA,favorable,NA,semiSkilled
favorable,permanent,NA,NA,ambivalentFriend,liberal,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,NA,NA,NA,NA,hardToSay,NA,favorable,good,someHighSchool,NA,NA,whiteColorSkilled
favorable,NA,NA,NA,liberalFriend,liberal,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,NA,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
unfavorable,asLongAsEligible,favorable,conflict,NA,NA,poor,noBiracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,unfavorable,NA,NA,NA,poor,NA,favorable,good,someHighSchool,NA,NA,semiSkilled
favorable,NA,unfavorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,NA,good,highSchoolGraduate,NA,NA,semiSkilled
favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,fair,NA,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,ambivalent,poor,biracialLivingExperience,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,NA,conflict,NA,NA,poor,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,whiteColorSkilled
favorable,NA,NA,integration,liberalFriend,liberal,good,biracialLivingExperience,favorable,poor,NA,NA,NA,whiteColorSkilled
NA,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,fair,NA,NA,hardToSay,someHighSchool,NA,NA,semiSkilled
favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,semiSkilled
NA,asLongAsEligible,NA,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,NA,NA,unfavorable,NA
favorable,NA,NA,NA,liberalFriend,liberal,good,NA,favorable,poor,gradeSchoolOrLess,favorable,favorable,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,fair,NA,NA,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
unfavorable,asLongAsEligible,favorable,conflict,liberalFriend,liberal,fair,biracialLivingExperience,favorable,poor,NA,NA,NA,semiSkilled
favorable,NA,NA,NA,NA,NA,poor,NA,NA,poor,someHighSchool,NA,NA,semiSkilled
favorable,permanent,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
unfavorable,asLongAsEligible,NA,NA,NA,NA,fair,NA,favorable,poor,highSchoolGraduate,NA,favorable,unskilledDomesticPersonalService
NA,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,permanent,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,fair,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
unfavorable,permanent,NA,NA,NA,NA,fair,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,NA,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
favorable,NA,NA,NA,NA,NA,poor,NA,favorable,poor,NA,NA,favorable,unskilledDomesticPersonalService
