evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
NA,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,poor,NA,favorable,hardToSay,NA,favorable,NA,whiteColorSkilled
favorable,untilBetterPlace,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,NA,favorable,semiSkilled
favorable,NA,NA,NA,liberalFriend,liberal,good,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorableAndUnfavorable,conflict,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
NA,NA,favorable,NA,NA,NA,poor,NA,favorable,fair,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,NA,NA,good,NA,favorable,good,highSchoolGraduate,favorable,NA,whiteColorSkilled
favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,NA,NA,NA,whiteColorSkilled
favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
unfavorable,NA,favorable,NA,ambivalentFriend,ambivalent,poor,NA,favorable,good,highSchoolGraduate,NA,NA,whiteColorSkilled
favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,good,biracialLivingExperience,favorable,poor,someHighSchool,favorable,NA,unskilledDomesticPersonalService
unfavorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
favorable,untilBetterPlace,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,good,NA,NA,favorable,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,fair,NA,favorable,NA,unskilledDomesticPersonalService
favorable,NA,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,favorable,NA,NA
favorable,untilBetterPlace,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,permanent,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
favorable,NA,favorable,NA,ambivalentFriend,liberal,NA,NA,NA,NA,someHighSchool,NA,unfavorable,NA
favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,NA,NA,NA,NA,NA,NA,NA,NA,NA,unfavorable,NA,NA
favorable,untilOwnHome,NA,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,NA,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,unfavorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,neverThoughtAboutIt,NA,NA,NA,NA,poor,NA,favorable,hardToSay,someHighSchool,NA,NA,semiSkilled
favorable,permanent,NA,integration,NA,NA,fair,biracialLivingExperience,favorable,good,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,permanent,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,poor,noBiracialLivingExperience,favorable,poor,highSchoolGraduate,unfavorable,NA,semiSkilled
favorable,permanent,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
favorable,NA,favorableAndUnfavorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,liberalFriend,ambivalent,poor,NA,favorable,poor,highSchoolGraduate,NA,NA,whiteColorSkilled
favorable,permanent,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,unfavorable,mutualAcomodataion,NA,NA,NA,noBiracialLivingExperience,NA,NA,someHighSchool,favorable,NA,NA
favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
NA,asLongAsEligible,favorable,NA,liberalFriend,liberal,fair,NA,favorable,good,someHighSchool,NA,NA,whiteColorSkilled
NA,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,unfavorable,NA,NA
favorable,NA,favorable,NA,NA,NA,poor,NA,NA,poor,NA,NA,NA,unskilledDomesticPersonalService
NA,NA,unfavorable,mutualAcomodataion,NA,NA,good,noBiracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,permanent,NA,mutualAcomodataion,ambivalentFriend,ambivalent,poor,biracialLivingExperience,favorable,poor,someHighSchool,favorable,favorable,unskilledDomesticPersonalService
NA,permanent,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,untilBetterPlace,favorable,NA,NA,NA,good,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
favorable,permanent,NA,NA,liberalFriend,ambivalent,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,permanent,unfavorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,fair,NA,favorable,NA,semiSkilled
favorable,permanent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
unfavorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,good,NA,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorableAndUnfavorable,conflict,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,good,someHighSchool,NA,NA,whiteColorSkilled
NA,asLongAsEligible,favorableAndUnfavorable,conflict,NA,NA,NA,noBiracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,unfavorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,permanent,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
favorable,permanent,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,hardToSay,someHighSchool,favorable,NA,semiSkilled
NA,NA,NA,NA,ambivalentFriend,liberal,NA,NA,NA,NA,NA,NA,NA,NA
favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,NA,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
NA,untilBetterPlace,favorableAndUnfavorable,NA,NA,NA,fair,NA,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,NA,conflict,NA,NA,poor,biracialLivingExperience,favorable,fair,NA,NA,NA,whiteColorSkilled
favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,NA,NA,liberalFriend,liberal,good,NA,NA,poor,NA,unfavorable,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,NA,NA,good,NA,favorable,poor,NA,NA,NA,semiSkilled
unfavorable,NA,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,fair,NA,unfavorable,NA,unskilledDomesticPersonalService
favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
unfavorable,permanent,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,NA,NA,fair,NA,NA,good,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,NA,NA,hardToSay,NA,NA,good,gradeSchoolOrLess,favorable,favorable,semiSkilled
favorable,neverThoughtAboutIt,favorable,conflict,NA,NA,hardToSay,biracialLivingExperience,favorable,poor,highSchoolGraduate,NA,favorable,semiSkilled
favorable,NA,favorable,NA,NA,NA,poor,NA,favorable,good,someHighSchool,favorable,NA,semiSkilled
favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,NA,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,fair,highSchoolGraduate,favorable,NA,unskilledDomesticPersonalService
NA,asLongAsEligible,favorable,NA,NA,NA,poor,NA,favorable,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,ambivalent,fair,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,semiSkilled
favorable,asLongAsEligible,unfavorable,NA,NA,NA,good,NA,favorable,good,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
favorable,permanent,favorable,NA,NA,NA,fair,NA,favorable,hardToSay,gradeSchoolOrLess,NA,favorable,unskilledDomesticPersonalService
favorable,permanent,favorable,NA,ambivalentFriend,ambivalent,NA,NA,NA,NA,someHighSchool,NA,NA,NA
favorable,untilBetterPlace,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,favorable,conflict,NA,NA,good,biracialLivingExperience,favorable,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,fair,someHighSchool,NA,NA,whiteColorSkilled
NA,NA,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,someHighSchool,favorable,NA,NA
NA,neverThoughtAboutIt,favorable,conflict,NA,NA,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,untilOwnHome,NA,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,poor,NA,NA,NA,whiteColorSkilled
favorable,asLongAsEligible,unfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,favorable,NA,NA
favorable,NA,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,good,NA,NA,NA,whiteColorSkilled
favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
