evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
favorable,untilBetterPlace,favorable,conflict,ambivalentFriend,liberal,fair,biracialLivingExperience,favorable,poor,NA,NA,NA,semiSkilled
favorable,permanent,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,unfavorable,NA,NA
favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,ambivalent,poor,biracialLivingExperience,NA,hardToSay,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
NA,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
NA,permanent,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,unfavorable,favorable,NA
NA,untilOwnHome,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,asLongAsEligible,noComments,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,NA,NA,NA
favorable,permanent,unfavorable,NA,liberalFriend,liberal,fair,NA,favorable,fair,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,permanent,NA,conflict,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,highSchoolGraduate,NA,NA,semiSkilled
favorable,untilBetterPlace,favorable,NA,NA,NA,poor,NA,NA,hardToSay,NA,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,hardToSay,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,unfavorable,NA,ambivalentFriend,liberal,poor,NA,NA,poor,gradeSchoolOrLess,NA,favorable,unskilledDomesticPersonalService
favorable,untilBetterPlace,favorable,integration,NA,NA,hardToSay,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,favorable,NA,NA
favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,neverThoughtAboutIt,favorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,favorable,favorable,NA
unfavorable,untilBetterPlace,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,fair,someHighSchool,NA,favorable,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,good,NA,NA,poor,NA,favorable,NA,unskilledDomesticPersonalService
NA,NA,favorable,NA,NA,NA,poor,NA,favorable,hardToSay,gradeSchoolOrLess,NA,favorable,unskilledDomesticPersonalService
favorable,permanent,favorable,NA,ambivalentFriend,liberal,poor,NA,NA,good,NA,NA,NA,unskilledDomesticPersonalService
NA,neverThoughtAboutIt,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,favorable,NA,NA
favorable,permanent,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,good,gradeSchoolOrLess,NA,unfavorable,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,liberalFriend,liberal,poor,NA,NA,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
unfavorable,permanent,favorable,NA,NA,NA,poor,NA,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,unfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,good,NA,favorable,NA,unskilledDomesticPersonalService
favorable,NA,NA,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,favorable,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,favorable,NA,NA
favorable,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,poor,NA,NA,NA,whiteColorSkilled
NA,asLongAsEligible,NA,NA,NA,NA,hardToSay,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,unfavorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,NA,NA,semiSkilled
favorable,permanent,favorable,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,NA,NA,favorable,unskilledDomesticPersonalService
favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,unfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,unfavorable,NA,someHighSchool,NA,NA,NA
favorable,asLongAsEligible,favorable,NA,NA,NA,fair,NA,NA,good,someHighSchool,NA,NA,semiSkilled
favorable,asLongAsEligible,favorable,conflict,liberalFriend,liberal,poor,biracialLivingExperience,favorable,hardToSay,gradeSchoolOrLess,NA,NA,whiteColorSkilled
favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,favorable,hardToSay,someHighSchool,NA,favorable,unskilledDomesticPersonalService
favorable,NA,NA,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,integration,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,unfavorable,unfavorable,NA
favorable,asLongAsEligible,unfavorable,NA,NA,NA,poor,NA,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,unfavorable,NA,NA
favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,NA,good,NA,favorable,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
favorable,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,favorable,NA,highSchoolGraduate,NA,NA,NA
NA,untilBetterPlace,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
NA,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,good,NA,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorableAndUnfavorable,NA,NA,NA,poor,NA,NA,good,someHighSchool,NA,NA,semiSkilled
favorable,NA,NA,integration,NA,NA,poor,biracialLivingExperience,favorable,hardToSay,someHighSchool,favorable,NA,unskilledDomesticPersonalService
favorable,permanent,favorableAndUnfavorable,NA,NA,NA,poor,NA,unfavorable,fair,NA,NA,NA,semiSkilled
favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
favorable,untilBetterPlace,favorable,NA,ambivalentFriend,ambivalent,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
NA,neverThoughtAboutIt,unfavorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
favorable,untilOwnHome,favorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,good,NA,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,NA,hardToSay,gradeSchoolOrLess,NA,NA,semiSkilled
NA,permanent,favorable,integration,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,fair,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,NA,NA,poor,NA,favorable,poor,someHighSchool,NA,favorable,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,conflict,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
NA,asLongAsEligible,favorable,NA,liberalFriend,ambivalent,NA,NA,NA,NA,someHighSchool,NA,NA,NA
favorable,asLongAsEligible,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,semiSkilled
unfavorable,NA,unfavorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,conflict,NA,NA,NA,biracialLivingExperience,NA,NA,highSchoolGraduate,favorable,NA,NA
favorable,NA,favorable,NA,NA,NA,hardToSay,NA,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
NA,permanent,unfavorable,conflict,NA,NA,poor,biracialLivingExperience,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
NA,asLongAsEligible,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
favorable,neverThoughtAboutIt,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
NA,NA,favorable,NA,liberalFriend,ambivalent,NA,NA,NA,NA,highSchoolGraduate,NA,NA,NA
favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,good,NA,NA,fair,NA,favorable,favorable,unskilledDomesticPersonalService
favorable,permanent,favorableAndUnfavorable,NA,NA,NA,poor,NA,NA,good,NA,NA,NA,unskilledDomesticPersonalService
favorable,permanent,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,noComments,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
unfavorable,asLongAsEligible,unfavorable,NA,NA,NA,good,NA,favorable,good,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,unfavorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,permanent,NA,conflict,liberalFriend,ambivalent,hardToSay,biracialLivingExperience,NA,poor,NA,NA,NA,semiSkilled
favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,untilOwnHome,NA,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,unfavorable,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorable,NA,liberalFriend,liberal,good,NA,NA,poor,someHighSchool,NA,favorable,unskilledDomesticPersonalService
NA,neverThoughtAboutIt,favorable,NA,NA,NA,fair,NA,NA,poor,NA,NA,favorable,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,favorable,NA
favorable,NA,favorableAndUnfavorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,good,NA,favorable,NA,unskilledDomesticPersonalService
