evaluationOfHilltown,transiency,impressionOfFriends,expectations,attitudeOfFriend,attitude,satisfactionInWorkplace,pastExperience,evaluationOfPhysicalAmenities,satisfactionInField,education,evaluationOfCoResidents,evaluationOfManagement,occupation
unfavorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,NA,hardToSay,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
favorable,neverThoughtAboutIt,favorable,integration,NA,NA,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
NA,asLongAsEligible,NA,NA,NA,NA,good,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,unfavorable,favorable,NA
favorable,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,good,biracialLivingExperience,favorable,hardToSay,someHighSchool,NA,NA,whiteColorSkilled
favorable,neverThoughtAboutIt,unfavorable,integration,ambivalentFriend,liberal,good,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorableAndUnfavorable,conflict,NA,NA,poor,noBiracialLivingExperience,favorable,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,NA,NA,liberalFriend,ambivalent,good,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,NA,NA,liberalFriend,ambivalent,good,NA,NA,poor,highSchoolGraduate,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
NA,permanent,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,neverThoughtAboutIt,NA,NA,liberalFriend,liberal,poor,NA,NA,poor,NA,favorable,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,noComments,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,NA,favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,favorable,NA
NA,NA,favorable,NA,ambivalentFriend,liberal,poor,NA,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,NA,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
favorable,permanent,favorableAndUnfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
favorable,neverThoughtAboutIt,favorableAndUnfavorable,NA,NA,NA,poor,NA,favorable,poor,someHighSchool,unfavorable,NA,unskilledDomesticPersonalService
favorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,untilOwnHome,NA,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,NA,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,permanent,NA,integration,ambivalentFriend,liberal,poor,biracialLivingExperience,favorable,poor,highSchoolGraduate,favorable,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,NA,unfavorable,unskilledDomesticPersonalService
favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,NA,NA,NA,NA
unfavorable,permanent,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,unfavorable,NA
favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,favorable,NA,liberalFriend,liberal,good,NA,NA,hardToSay,NA,NA,NA,semiSkilled
favorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,hardToSay,NA,NA,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,favorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,good,NA,NA,NA,whiteColorSkilled
favorable,NA,unfavorable,NA,NA,NA,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,favorable,NA,NA,NA,NA,NA,unfavorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,NA,NA,NA,NA,poor,NA,favorable,fair,gradeSchoolOrLess,NA,NA,semiSkilled
favorable,neverThoughtAboutIt,unfavorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,NA,NA,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,untilOwnHome,favorable,mutualAcomodataion,ambivalentFriend,liberal,good,biracialLivingExperience,NA,good,highSchoolGraduate,NA,NA,whiteColorSkilled
unfavorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,good,someHighSchool,NA,favorable,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,NA,poor,gradeSchoolOrLess,unfavorable,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,liberalFriend,liberal,poor,NA,favorable,hardToSay,someHighSchool,NA,NA,whiteColorSkilled
favorable,untilOwnHome,noComments,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,NA,NA,NA,NA,NA,poor,NA,favorable,hardToSay,NA,NA,unfavorable,unskilledDomesticPersonalService
favorable,asLongAsEligible,unfavorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,asLongAsEligible,NA,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,someHighSchool,NA,NA,NA
NA,asLongAsEligible,unfavorable,NA,NA,NA,hardToSay,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
favorable,untilBetterPlace,favorable,NA,NA,NA,NA,NA,NA,NA,gradeSchoolOrLess,favorable,NA,NA
NA,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,NA,favorable,mutualAcomodataion,liberalFriend,liberal,hardToSay,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,untilBetterPlace,NA,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
unfavorable,untilBetterPlace,favorable,NA,liberalFriend,liberal,poor,NA,favorable,good,someHighSchool,NA,NA,unskilledDomesticPersonalService
favorable,permanent,favorableAndUnfavorable,NA,liberalFriend,liberal,hardToSay,NA,favorable,fair,NA,NA,NA,whiteColorSkilled
NA,neverThoughtAboutIt,favorable,integration,NA,NA,NA,biracialLivingExperience,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,favorableAndUnfavorable,conflict,liberalFriend,ambivalent,hardToSay,biracialLivingExperience,favorable,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorableAndUnfavorable,NA,liberalFriend,liberal,NA,NA,favorable,NA,NA,NA,NA,NA
favorable,untilBetterPlace,favorable,integration,ambivalentFriend,liberal,hardToSay,biracialLivingExperience,favorable,good,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,NA,unfavorable,NA,NA,NA,good,NA,favorable,hardToSay,NA,NA,unfavorable,unskilledDomesticPersonalService
NA,NA,unfavorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,NA,NA,gradeSchoolOrLess,NA,NA,NA
favorable,untilOwnHome,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,someHighSchool,NA,NA,unskilledDomesticPersonalService
NA,NA,unfavorable,mutualAcomodataion,NA,NA,hardToSay,biracialLivingExperience,NA,hardToSay,someHighSchool,unfavorable,NA,semiSkilled
favorable,asLongAsEligible,favorable,NA,NA,NA,NA,NA,favorable,NA,someHighSchool,NA,favorable,NA
favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,hardToSay,NA,favorable,fair,someHighSchool,NA,NA,whiteColorSkilled
favorable,untilOwnHome,favorable,NA,liberalFriend,liberal,poor,NA,favorable,poor,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
NA,permanent,unfavorable,NA,liberalFriend,liberal,hardToSay,NA,NA,hardToSay,highSchoolGraduate,NA,NA,whiteColorSkilled
favorable,permanent,favorable,mutualAcomodataion,NA,NA,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
favorable,permanent,favorable,mutualAcomodataion,ambivalentFriend,liberal,poor,biracialLivingExperience,NA,poor,gradeSchoolOrLess,NA,NA,semiSkilled
favorable,permanent,favorable,NA,NA,NA,NA,NA,favorable,NA,NA,favorable,NA,NA
favorable,NA,favorable,NA,NA,NA,poor,NA,NA,fair,gradeSchoolOrLess,NA,favorable,whiteColorSkilled
favorable,permanent,NA,NA,liberalFriend,liberal,NA,NA,NA,NA,gradeSchoolOrLess,NA,NA,NA
NA,untilBetterPlace,favorable,mutualAcomodataion,liberalFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,NA,NA,liberalFriend,liberal,NA,NA,favorable,NA,someHighSchool,NA,NA,NA
favorable,asLongAsEligible,favorableAndUnfavorable,integration,ambivalentFriend,liberal,NA,biracialLivingExperience,favorable,NA,NA,NA,NA,NA
favorable,asLongAsEligible,favorable,NA,ambivalentFriend,liberal,NA,NA,favorable,NA,NA,unfavorable,NA,NA
favorable,NA,favorableAndUnfavorable,mutualAcomodataion,NA,NA,poor,biracialLivingExperience,NA,fair,gradeSchoolOrLess,NA,NA,unskilledDomesticPersonalService
favorable,NA,favorable,NA,NA,NA,NA,NA,favorable,NA,gradeSchoolOrLess,NA,NA,NA
favorable,NA,NA,NA,ambivalentFriend,liberal,poor,NA,NA,poor,NA,NA,favorable,semiSkilled
favorable,NA,NA,conflict,liberalFriend,liberal,NA,biracialLivingExperience,NA,NA,someHighSchool,NA,NA,NA
favorable,untilOwnHome,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,hardToSay,NA,NA,NA,semiSkilled
favorable,asLongAsEligible,favorable,NA,liberalFriend,liberal,good,NA,NA,good,gradeSchoolOrLess,unfavorable,NA,unskilledDomesticPersonalService
favorable,untilOwnHome,NA,NA,NA,NA,good,NA,favorable,poor,highSchoolGraduate,NA,NA,semiSkilled
favorable,neverThoughtAboutIt,NA,NA,NA,NA,poor,NA,favorable,good,NA,NA,NA,semiSkilled
favorable,untilOwnHome,unfavorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,good,someHighSchool,NA,NA,semiSkilled
favorable,asLongAsEligible,favorableAndUnfavorable,NA,NA,NA,good,NA,favorable,fair,someHighSchool,NA,favorable,semiSkilled
NA,asLongAsEligible,favorable,mutualAcomodataion,liberalFriend,liberal,poor,biracialLivingExperience,favorable,poor,gradeSchoolOrLess,favorable,NA,unskilledDomesticPersonalService
favorable,untilOwnHome,NA,mutualAcomodataion,ambivalentFriend,liberal,NA,biracialLivingExperience,favorable,NA,highSchoolGraduate,NA,NA,NA
NA,asLongAsEligible,favorableAndUnfavorable,integration,ambivalentFriend,liberal,poor,biracialLivingExperience,favorable,poor,NA,NA,NA,unskilledDomesticPersonalService
favorable,neverThoughtAboutIt,favorable,NA,NA,NA,NA,NA,NA,NA,someHighSchool,NA,NA,NA
